PROTID	Chip2_11cells_A10	Chip2_11cells_A11	Chip2_11cells_A12	Chip2_11cells_B10	Chip2_11cells_B11	Chip2_11cells_B12	Chip2_1cell_A3	Chip2_1cell_A4	Chip2_1cell_A5	Chip2_1cell_A6	Chip2_1cell_B3	Chip2_1cell_B4	Chip2_1cell_B5	Chip2_1cell_B6	Chip2_3cells_A7	Chip2_3cells_A8	Chip2_3cells_A9	Chip2_3cells_B7	Chip2_3cells_B8	Chip2_3cells_B9
P62281	87918880.00	106150040.00	87187912.00	133518584.00	144372320.00	92994872.00	3121221.20	13784778.00	10144575.00	8281467.50	18127148.00	12716446.00	15704976.00	1827075.60	32823800.00	25848460.00	35912916.00	15373576.00	35733920.00	31068206.00
P19324	87908936.00	90000504.00	107055976.00	95418480.00	126626400.00	83584296.00	10001889.00	8336214.00	8419764.00	5735381.00	15272045.00	10263179.00	11757287.00	4741439.00	23276176.00	25335480.00	44602552.00	33828776.00	34546464.00	19277376.00
P62751	87624864.00	117684168.00	79811040.00	97226288.00	89978808.00	92968440.00	2551687.00	11465049.00	5615862.00	5089708.50	10758778.00	8350427.50	8007923.50	1781153.00	16264523.00	21059074.00	23957464.00	13201580.00	21916736.00	18968008.00
Q01853	87468264.00	118086640.00	77044816.00	106214024.00	111527024.00	107695192.00	5705291.00	8684864.00	8568801.00	5350748.00	12863206.00	8676245.00	11035390.00	1060451.00	28108312.00	32900586.00	41207220.00	18551848.00	29195036.00	21062700.00
O55142	87466576.00	111380872.00	87080192.00	113139944.00	126567568.00	106452128.00	3712420.20	8943384.00	7226324.00	5829028.50	13800394.00	9748104.00	9032071.00	2274437.20	26713232.00	23357196.00	35423308.00	19029852.00	31807980.00	21304300.00
P26040	87350008.00	86489872.00	96719944.00	145488288.00	102629760.00	69294400.00	2546764.50	18716508.00	11848789.00	5907570.50	18028344.00	20586360.00	9087130.00	1726834.50	20012030.00	41832112.00	32991384.00	27273854.00	44553244.00	32994890.00
Q61207	86732112.00	78909424.00	56606612.00	55273824.00	94875744.00	132815832.00	11495599.00	4470482.50	8857409.00	6672020.50	8755009.00	5417069.00	6360204.50	3119227.20	18680284.00	27377534.00	29432494.00	11073576.00	28919350.00	32676204.00
Q8BG05	86441248.00	60128968.00	46339292.00	127249272.00	97067048.00	72566232.00	16716991.00	12516782.00	16071553.00	10992282.00	20949336.00	17322242.00	14968832.00	10117425.00	29384504.00	27414192.00	22817802.00	21980116.00	28176180.00	26622474.00
P16460	86334648.00	89770424.00	66299864.00	7539135.00	1127828.50	18766210.00	7148667.50	167826.53	291127.40	294850.10	1701452.50	6479272.00	119699.16	2716383.50	12528045.00	340131.90	377901.44	1607115.20	14788967.00	511812.72
Q9CPR4	85548240.00	113085776.00	81722328.00	164120000.00	115980832.00	144179024.00	2926628.20	10309135.00	10392633.00	6994790.50	15474667.00	11833920.00	12302819.00	1940997.60	25009562.00	26735546.00	34478264.00	26039134.00	32711914.00	24199084.00
Q2TBE6	83814568.00	93887896.00	91401264.00	117358832.00	95045928.00	99363024.00	10440587.00	10086913.00	10671273.00	11024484.00	26580004.00	21343614.00	18923360.00	6557451.00	26859502.00	31419136.00	50421600.00	38944400.00	50489412.00	32785096.00
Q7TPR4	83396544.00	80508472.00	42637164.00	66370632.00	84295376.00	67440784.00	1548440.20	8362884.00	7026590.00	4327280.00	10544933.00	8084595.00	7180768.00	1237683.50	15037493.00	16602448.00	26316382.00	38491668.00	34603160.00	10883735.00
P08228	83350320.00	119621272.00	69246984.00	124451920.00	135452800.00	118756496.00	4914523.00	6985520.00	6934094.00	4517002.00	15957673.00	7798917.00	13770605.00	889473.25	35140552.00	50977280.00	52129312.00	13771873.00	24442240.00	34707572.00
Q61553	83155944.00	97844304.00	103268088.00	122670904.00	112787368.00	87394688.00	4543025.00	13180132.00	8830740.00	6149692.50	13266192.00	12522926.00	12959010.00	1151003.90	24807672.00	21405440.00	51596308.00	30298418.00	32578394.00	21930430.00
P25444	82553016.00	106456264.00	78826592.00	117056648.00	109183072.00	90786088.00	2992838.50	8209411.50	8507340.00	6450823.00	12190567.00	11194816.00	11364440.00	1595051.10	21058926.00	21641854.00	30008604.00	17865824.00	27146566.00	16218372.00
Q60932	82529032.00	153790128.00	151637760.00	125567592.00	146276928.00	142704992.00	18951526.00	10587332.00	8823355.00	10854352.00	14590217.00	12409561.00	10837981.00	7864205.00	37559556.00	73640352.00	61971012.00	20214860.00	39159488.00	50894788.00
P47738	81788560.00	91125096.00	86652640.00	81559448.00	63913864.00	69857592.00	9708323.00	4597139.50	3927027.50	5201309.50	12376044.00	6081795.00	3826941.50	3218095.50	16443336.00	24037200.00	24887776.00	8162885.00	16590370.00	23907204.00
P62827	81074976.00	109246064.00	73690408.00	143068704.00	124857840.00	91615952.00	3308859.00	10777040.00	6177428.00	6849295.50	9673478.00	11170745.00	12782297.00	1504623.60	21282266.00	20555508.00	29353810.00	20917482.00	28633832.00	19189032.00
P60843	80724992.00	91870512.00	81801152.00	105544912.00	89971648.00	74484352.00	3862813.80	9524944.00	7109230.00	5232777.00	11710616.00	9494758.00	13876648.00	1211815.40	20268292.00	18097072.00	26463656.00	16701465.00	26089924.00	17989310.00
P07901	80710736.00	117277848.00	80855800.00	138804560.00	117451608.00	99588384.00	3956774.80	8986231.00	6599707.50	6037551.50	13709782.00	10242133.00	7101733.50	810172.80	25568544.00	19037094.00	37610976.00	30269630.00	26880342.00	18712788.00
P63242	79465152.00	110052592.00	88751920.00	119471744.00	127085912.00	99748048.00	4005335.00	11044257.00	8611862.00	7502274.00	15985744.00	14687442.00	15393591.00	1198179.00	23486052.00	19649586.00	29105740.00	21255372.00	28152084.00	23080152.00
P47963	79398096.00	96380232.00	84790688.00	128835680.00	132659944.00	97198744.00	2741578.50	10099970.00	8604172.00	5380376.00	10407921.00	10161551.00	9303347.00	1823854.40	23559122.00	24482952.00	33502764.00	20179484.00	30769692.00	21757698.00
Q9CZX8	77510760.00	90746312.00	87353144.00	153536000.00	118000032.00	127574400.00	2187447.20	11682652.00	7753788.00	5466537.00	10454279.00	8914822.00	12634906.00	1798947.20	29296580.00	31653286.00	26112972.00	25109472.00	29323250.00	19752844.00
Q9D0R2	77101736.00	118440584.00	82562392.00	127932376.00	114088960.00	114504984.00	3639253.00	8555758.00	8315369.00	5153648.00	15238734.00	10557162.00	12389574.00	730936.80	23815354.00	25535402.00	51311680.00	19933292.00	31104212.00	28687202.00
P43274	76862136.00	68772880.00	28034124.00	95487448.00	99052800.00	62006788.00	12545065.00	11577052.00	7145150.50	5977442.00	4113811.80	10511040.00	5770621.50	11217987.00	29513612.00	22688418.00	17964600.00	19645106.00	20238730.00	17381784.00
Q61753	76283528.00	112048792.00	86857928.00	152575008.00	123897832.00	121739480.00	6117582.00	12419873.00	7227296.00	5787417.50	21705534.00	10419129.00	19075670.00	970394.25	39237880.00	21035528.00	68888768.00	25640380.00	38418348.00	23878714.00
P35979	76059016.00	101555040.00	58181208.00	114882728.00	107204160.00	94810392.00	4373018.00	9342089.00	7837167.00	7020445.50	12340769.00	9900369.00	14846142.00	1567245.60	20607312.00	19941324.00	30598726.00	26015202.00	25779028.00	16956208.00
Q9WVA4	75099104.00	110046856.00	68496904.00	120610144.00	99564528.00	77629568.00	1117254.20	18440134.00	11149334.00	5735255.00	18519944.00	18407654.00	13055694.00	857563.06	26735166.00	20243864.00	36808232.00	39842724.00	32232982.00	27986168.00
P70168	74879312.00	92913856.00	56811124.00	92180344.00	86986368.00	65204800.00	8005338.00	6754908.50	4177702.00	5015175.00	8550918.00	8240502.00	10871536.00	4876852.00	21584734.00	15963560.00	28592278.00	22249592.00	23430590.00	17073372.00
Q62465	74581400.00	107750280.00	65855376.00	116324856.00	92109904.00	95522160.00	3346113.20	4961585.50	4835228.00	4010957.80	8411934.00	6946980.50	4401065.00	779479.56	21333806.00	30031630.00	40052672.00	7963780.00	18355578.00	23327560.00
P62960	73376440.00	78614688.00	63962456.00	108411808.00	114368672.00	90913424.00	3031595.50	12487167.00	9709610.00	1071268.00	14363596.00	14613698.00	13662552.00	2012608.00	31186614.00	34822020.00	34400512.00	29374808.00	38175916.00	23761430.00
P14869	73297280.00	101704440.00	68012808.00	111806192.00	94981888.00	73382696.00	4100610.80	7515762.00	7778696.00	6191225.00	14205999.00	12485830.00	11613259.00	2459014.00	19615250.00	19257364.00	26616948.00	14085432.00	24747154.00	18117262.00
Q99020	72761280.00	54005856.00	25563776.00	76086856.00	102914152.00	64645628.00	5362458.50	6671917.00	5246038.50	3204291.20	8300754.00	5950013.50	8224430.50	2634835.00	22184624.00	14558597.00	20693328.00	13815140.00	21127334.00	11380188.00
P35980	72605824.00	116234608.00	80577048.00	119370760.00	111355032.00	98810784.00	4326256.50	7204022.50	8745605.00	6070516.00	13266940.00	12600574.00	156409968.00	2552595.00	26803586.00	23506172.00	35445900.00	18645466.00	33987552.00	20850944.00
P34884	71722296.00	135881168.00	63054564.00	108401816.00	117555432.00	116467832.00	3875837.80	6420632.50	10461028.00	8366085.50	14651544.00	9179859.00	11838123.00	738827.80	44474884.00	35970324.00	89044112.00	18748144.00	37362088.00	29564440.00
O35143	71585824.00	79558056.00	51738736.00	97364032.00	79368360.00	70824064.00	7500882.00	10814305.00	9214842.00	6910320.50	16517603.00	11825268.00	10822513.00	4273903.00	21394926.00	27591024.00	42513368.00	26983522.00	30129256.00	23273344.00
P41105	71213296.00	106104720.00	77366096.00	121490232.00	110953800.00	99339752.00	2357620.00	6995151.00	5426028.00	4138698.00	10011314.00	3459291.00	8772947.00	1315751.40	9932809.00	10530845.00	31362024.00	8862726.00	14102103.00	19248850.00
Q9CQV8	71094936.00	111097656.00	69746376.00	106993216.00	107132856.00	90735648.00	3653478.00	7053687.00	7710886.00	5620583.00	12701026.00	8135588.00	10270684.00	766571.44	19507494.00	21261174.00	36344444.00	16550948.00	24022692.00	19569762.00
P97461	70349640.00	90891392.00	67643232.00	85355720.00	83379920.00	70821784.00	2705936.00	4211058.50	4829998.50	2856026.50	4219947.00	6129847.00	6662028.50	1621428.20	14547508.00	13909668.00	21668960.00	12902997.00	18914982.00	13343369.00
P62264	70182408.00	96435168.00	67586928.00	104158040.00	96869440.00	77171904.00	1801258.00	6793139.00	4856109.00	4422441.50	9076460.00	6856190.00	8176765.00	1433243.90	18185608.00	19269076.00	23864008.00	15647314.00	26268660.00	18257028.00
Q8R2M2	68445416.00	73041160.00	66420684.00	92581936.00	31583822.00	64151960.00	3105999.20	17740632.00	6095245.50	4742166.50	9503965.00	2467715.20	6014277.50	2936120.00	13756926.00	14588674.00	21518434.00	31077538.00	31493628.00	10684111.00
P26645	68385392.00	84026656.00	51000104.00	89717256.00	81159968.00	70704360.00	6400321.00	8095627.00	6339351.50	3261919.80	6837825.50	7689478.00	8516630.00	2235571.50	15858851.00	18625796.00	36794296.00	15642749.00	26226302.00	14438719.00
P84099	67420192.00	83389536.00	64552208.00	97885328.00	88117144.00	75017456.00	2707477.20	7203680.00	4994988.50	3657167.50	7597532.00	7039679.00	7948850.00	1297747.00	17671776.00	18335736.00	23200468.00	13812407.00	22744240.00	15905702.00
P60867	67032036.00	79055984.00	58394688.00	99009656.00	83337584.00	80709160.00	1787428.10	7172470.00	6243197.00	4848973.50	10645258.00	8242633.00	9561112.00	1193479.80	17375540.00	19939242.00	24696542.00	14286749.00	23931086.00	18089396.00
P16110	66654136.00	92381376.00	72072776.00	117161568.00	94105632.00	61239488.00	3616217.50	3678681.80	6464184.50	5204859.50	18140090.00	6819405.00	7727094.50	267621.80	25653724.00	40083268.00	35116064.00	8254570.00	25133676.00	26574792.00
P05202	66285208.00	72729744.00	57079444.00	62743928.00	69143360.00	72459280.00	7475049.50	2790140.20	3334359.80	3383154.00	6047007.00	3603820.00	3936160.80	1940990.80	18972868.00	22502082.00	28066352.00	8654046.00	13783022.00	15310968.00
P14131	65784756.00	78766160.00	62371616.00	86479936.00	89044648.00	71747376.00	2557837.50	6640377.00	8590987.00	6000129.50	11008843.00	9202833.00	9988730.00	1960554.60	18954714.00	19093452.00	29146546.00	10001253.00	24622824.00	19017894.00
Q64133	65558524.00	75798896.00	101725952.00	48922560.00	56108908.00	95639168.00	13119618.00	3706520.20	6078558.00	3129654.00	11655356.00	6260492.00	3046387.50	1171758.00	13344312.00	43791812.00	28330148.00	2770001.80	16780218.00	53742912.00
P68368	65386452.00	87492496.00	28654672.00	106013848.00	138439776.00	55266452.00	2098828.20	7018577.50	7301720.50	3372162.20	11263576.00	1133992.50	10015760.00	992994.20	24053692.00	13767048.00	22331396.00	17134312.00	30198990.00	19000360.00
P43276	65120632.00	59886048.00	23830592.00	87414624.00	82341680.00	49725732.00	8812661.00	10060797.00	5509097.50	4662495.50	4325287.00	10655062.00	5434941.00	8879860.00	21807362.00	19630922.00	13524240.00	19456034.00	21369400.00	15876454.00
Q61838	64497732.00	90027280.00	38556552.00	70663064.00	83891856.00	53087800.00	5297404.00	6697104.00	6235378.00	4546499.50	5162972.00	4295817.00	7499815.00	1946609.20	16073714.00	12292334.00	29369512.00	13357655.00	11443244.00	9612235.00
P17225	64337824.00	67548904.00	41078700.00	44667448.00	45169112.00	60407800.00	7734169.50	7747843.00	5812193.00	4437817.00	8165415.00	7307212.50	7965639.50	3854575.80	22179878.00	16255769.00	11393292.00	15693647.00	22972432.00	15463523.00
P61358	63406376.00	71949440.00	48754540.00	84265536.00	86487456.00	74643576.00	4734551.00	8558387.00	6893743.00	5261374.00	9903983.00	10478589.00	9497110.00	4781644.00	19597834.00	16962536.00	19714834.00	14002871.00	19772936.00	15104666.00
P14148	63006464.00	89105392.00	63202384.00	67386752.00	58679556.00	78153360.00	3278626.50	7225075.00	5950630.50	3629717.80	10350311.00	6990092.00	9833344.00	1545710.60	18733458.00	20727566.00	33676232.00	11186427.00	14248233.00	14360435.00
Q922Q8	62768888.00	68171408.00	46226548.00	72369072.00	74870576.00	71891272.00	7691637.00	5674997.00	5063281.00	4093142.50	9616290.00	8634734.00	10551042.00	3449134.20	19041764.00	20429370.00	22947046.00	23780112.00	21949804.00	14068051.00
P51150	62392080.00	84647376.00	54136740.00	68702856.00	59941888.00	57039208.00	6832640.00	6441915.50	6575145.00	4547506.00	10336133.00	7626029.00	6402109.50	3634922.50	15840588.00	21314786.00	33979712.00	14447583.00	19247032.00	19678156.00
O88342	61967528.00	81664312.00	69027416.00	102384920.00	91782912.00	61263684.00	2541559.80	7065808.00	6280875.00	4688019.50	15840400.00	8272356.00	7861667.00	736950.90	16207766.00	20324186.00	34766492.00	19766280.00	27720792.00	20978056.00
Q8VEK3	61908040.00	86003888.00	46552240.00	95884928.00	98830800.00	64295440.00	8180176.00	5641812.50	5825736.00	6855921.00	4283850.50	5982003.00	9497733.00	4082305.80	20026504.00	15361363.00	24579728.00	21587112.00	23107962.00	16502296.00
Q68FD5	61218188.00	72268320.00	52503560.00	86155136.00	90158400.00	73844128.00	2698918.50	7875247.00	6038088.00	4018529.80	10463880.00	8546279.00	7346758.50	1484606.10	13106572.00	18685688.00	25185308.00	14813494.00	19953890.00	17337304.00
P62082	61041792.00	73643448.00	55833128.00	84307000.00	79939584.00	89247840.00	1733755.00	5554568.00	5543319.50	4857562.00	13420734.00	7459734.00	7769550.00	666715.10	15879636.00	14646381.00	19495250.00	13175708.00	20074900.00	14629173.00
P51881	60956092.00	75245888.00	74563232.00	55136484.00	66998064.00	64561480.00	10845146.00	4796873.00	3700238.20	3633206.20	7090326.00	3630406.20	5049520.00	2481950.20	19689712.00	16768164.00	20436106.00	7029955.00	14072003.00	17841508.00
P42932	60948188.00	75905416.00	70373160.00	84673840.00	84082160.00	77969168.00	3413638.80	5661015.50	5002124.00	3274379.80	8896046.00	6672335.50	7592759.50	1712570.20	18789818.00	17448894.00	35375388.00	18070518.00	26124112.00	15601362.00
Q8VIJ6	60119012.00	56237192.00	19733224.00	52674472.00	56649320.00	50190280.00	12288886.00	6883393.50	6467361.50	5249825.50	9556187.00	7175614.00	9720020.00	6136559.00	9632198.00	17245068.00	19208640.00	12224905.00	17792140.00	14170406.00
Q9EQU5	59630460.00	106955352.00	54978092.00	95387080.00	85276512.00	88558264.00	3473405.00	6692479.00	5238716.00	5171563.00	7375094.50	7236545.00	6493774.50	342132.56	24202674.00	22041756.00	21461330.00	19689872.00	23666958.00	18713220.00
Q64523	59198988.00	36486184.00	14511331.00	26187608.00	25970510.00	10071076.00	13045064.00	13187399.00	7497261.00	5946425.50	7484839.00	9128019.00	9177046.00	12144739.00	9117164.00	4924138.50	10386921.00	9888013.00	4740777.00	12296760.00
O35963	59158224.00	79715256.00	60156392.00	64347052.00	68037248.00	68501368.00	5180961.00	4140511.00	4492816.50	3883243.00	8446345.00	4864947.50	5578340.00	1700683.10	15951109.00	15805435.00	35345620.00	12064871.00	15804341.00	16741617.00
P27661	59085192.00	92018080.00	46193204.00	7850055.50	8766807.00	5351737.00	16923668.00	15598018.00	7066913.00	5852481.00	6743722.50	8533181.00	6230858.50	10632811.00	2235507.80	1655825.40	13973848.00	18786264.00	17702934.00	17389420.00
P61979	59010092.00	61798520.00	40528196.00	75374520.00	73842920.00	54937368.00	5923281.50	6225672.00	5081131.00	4066000.50	7703479.00	7001181.50	6952318.00	1825421.90	18762948.00	15812685.00	19355890.00	15801918.00	20797308.00	14948406.00
P80315	57981468.00	70377888.00	59165344.00	88996256.00	70490472.00	53163688.00	2103416.00	6145473.00	3953740.20	3288421.50	6113706.00	5831688.50	7373686.00	846178.10	10946794.00	13550384.00	20102838.00	13599985.00	18551540.00	14601087.00
Q9D1R9	57546144.00	78583920.00	63417984.00	102088704.00	94323024.00	83380824.00	2397676.50	7712454.00	5178624.50	4020633.80	8050481.50	7455758.00	6958085.00	1603905.20	20582922.00	18497578.00	23984136.00	16312018.00	22633134.00	15814062.00
Q8BMK4	57204016.00	72501088.00	55928772.00	45408512.00	61696076.00	51880408.00	5413721.50	6976033.00	6384859.00	4472976.50	8329134.50	5357477.50	8900714.00	3506631.00	23533052.00	10696395.00	27548560.00	17268344.00	20100868.00	12347221.00
