"","05J_C10_A10","05J_C10_A11","05J_C10_A2","05J_C10_A4","05J_C10_A5","05J_C10_A6","05J_C10_A7","05J_C10_A9","05J_C10_B1","05J_C10_B10","05J_C10_B11","05J_C10_B2","05J_C10_B3","05J_C10_B4","05J_C10_B5","05J_C10_B6","05J_C10_B9","05J_C10_C1","05J_C10_C11","05J_C10_C2","05J_C10_C8","05J_C10_D1","05J_C10_D11","05J_C10_D2","05J_C10_D3","05J_C10_D7","05J_C10_D8","07J_SVEC_A1","07J_SVEC_A10","07J_SVEC_A2","07J_SVEC_A3","07J_SVEC_A4","07J_SVEC_A7","07J_SVEC_A9","07J_SVEC_B1","07J_SVEC_B10","07J_SVEC_B11","07J_SVEC_B2","07J_SVEC_B3","07J_SVEC_B4","07J_SVEC_B5","07J_SVEC_B6","07J_SVEC_B7","07J_SVEC_B9","07J_SVEC_C10","07J_SVEC_C11","07J_SVEC_C3","07J_SVEC_C4","07J_SVEC_C5","07J_SVEC_C6","07J_SVEC_C8","07J_SVEC_C9","07J_SVEC_D2","07J_SVEC_D3","07J_SVEC_D6","07J_SVEC_D8"
"Acadvl",18.5471755346232,19.3879023288805,19.1483343923666,18.6431829419865,18.8728091742474,18.6294025528816,19.0712780115902,19.1873147671186,19.0464436729426,19.3572450847242,19.6902972494416,19.4737327574883,19.6214493398832,19.4521054914029,17.9238541065445,19.3623996815259,19.3574694616416,18.6997270340787,19.4816705858385,18.7382818424302,19.1282195075227,18.9640944236999,18.4213477532576,19.3788663141498,19.4037370203296,18.7579782407256,18.9105947753075,16.7354802677571,16.8493206567294,16.4650255268431,16.2769924853524,17.3616990072396,14.8589657365452,17.4108677593148,14.2819784674137,15.9354108854306,16.5888629068577,15.4421788312713,16.1121096366902,16.1597417540794,15.7346304337008,16.0580982805213,16.3444809344249,15.2274866952192,15.9078306231126,15.4583323068967,16.9250973405919,16.4460630560321,13.376536402603,16.7753012998247,15.3271005023255,15.6498207861464,17.3445568101885,15.8253397492499,16.4417428228702,17.6092013912626
"Acat1",18.5485667024444,18.8119234543148,18.6382900237678,18.1486061236327,18.0223701768852,18.7774031137313,18.9547718681485,18.7017318070325,18.4936238038418,18.5308833636607,19.16869041637,18.6211435708048,19.2910860465765,18.7889100312854,18.3634475228994,19.0128031574664,19.1782412096706,18.3106720830549,18.5688850717233,19.1571117672538,18.4510377434846,19.279190384074,18.5943419004218,18.8777515626257,18.9992114754906,18.6544830798542,18.9348996946377,17.1807012429256,16.2966520170706,17.0260364188363,16.4860840773265,18.0860320349398,16.9214621996364,16.6988114110437,17.2220806316982,16.3647696346994,17.056254472005,17.1894450991563,17.7936572075294,16.7680502277172,17.7617830918172,18.1017996576545,17.2412326230534,16.2714958863172,17.3335265134632,16.9881638958683,17.8374373605145,16.2184643786382,17.4839959235543,16.3413241030646,17.2293211613669,16.3928418737203,18.2995067015034,17.8025977200132,17.3888673177871,18.2146238554827
"Acat2",16.5786051066676,15.9899281343097,16.0105590265066,16.5540862009717,17.4179215056943,15.6082693655312,16.1890502467348,16.6609534470725,17.6299394564183,16.2406211165444,16.2490107269598,17.3126217998663,16.3345949848668,16.7556494330693,16.3306122877003,15.9401203020452,15.658142611212,17.7893064999345,15.843630829803,16.6024194144557,16.1496907279946,16.6092498182577,16.1370272219769,16.0733064588063,15.538664137327,16.2366078022456,17.3176463122618,14.9975849775472,14.6631065484508,15.0104578168872,15.383682045502,14.587441476583,15.0784286557122,15.3274923883805,14.9165678811091,14.425541151582,15.5090066126511,14.9504846027219,14.8742822964682,14.3101441298074,14.1205446995652,14.0673087776192,15.3695355316278,14.8301518297307,14.4399474229996,14.5896689458941,14.611595107888,15.1982927496466,14.7302561615425,14.8841608662274,15.2767422341439,14.7747214748574,14.3060951885596,14.722341006116,14.9468110236988,15.2176726844191
"Acin1",17.7932564796285,17.3424781255386,17.7268048889311,17.8877781359728,17.7184402516128,18.1341285755833,17.8171836245011,17.4928904798285,17.6309991282519,17.6063754389567,17.3247570289642,17.5800815638449,17.6568155839639,17.80436491573,17.34849501395,16.9955272843946,17.3940977342881,17.7459872355422,17.4667493261353,18.1217448286815,17.8758796360539,17.6003178714594,17.7749990493689,17.6157095316037,17.4007474221676,17.5500203039803,17.4301377215581,16.6202411331863,15.8509644943648,15.8437764923698,15.9336284446467,16.9160880015582,16.4281523833467,14.3823518511567,17.2136245419218,16.8731483401675,15.7159983518296,17.2938575290431,15.9504118370085,17.1225356090321,16.9853403231266,15.6411247752159,16.3565313917093,16.5654913421496,15.6713287318858,16.9492796488151,16.9809819110633,15.5286450350012,16.630294811619,15.605911877694,16.0049906365771,15.489062177509,16.4170255381026,16.8258701702859,16.7103003476907,16.8101778203437
"Acly",20.8528958338886,19.4016687197017,20.3053113545319,19.8408879226194,19.6127926248462,19.012365863156,19.4753849494574,19.5206794294935,20.5410637527755,19.6057242666776,19.6921667209736,20.1735428776845,19.1104545952837,20.7834131597356,19.6820198953279,18.738015023123,19.365474040089,20.4192261208735,19.1737177308881,18.5384752712317,19.140177099116,19.0631400910092,19.6565520587552,19.6002414145638,19.8624527386757,18.0937954482777,19.2874434858034,17.396627000727,17.4946503393038,17.9103391123236,16.4694737714175,16.6750642425468,16.822319745292,16.4972199354957,17.5438424987303,17.5395030308659,16.2892900688171,17.6464514007431,17.9577495880278,17.7311381780553,16.325561782614,16.2125654157254,18.1198189735538,18.2612075001508,16.3099222544325,16.9548550335273,17.6102205235821,16.146389022662,17.9777724840825,17.3942568300933,17.7890772063696,17.9342660241604,17.8566253640088,17.3419248201201,18.0814050320122,18.0256853865351
"Aco2",19.9690790342774,20.2651994289576,20.4322939832463,20.1650620170777,20.0890082984627,20.311792015827,20.2357047140499,20.3666537926601,20.230311702804,20.2389124777621,20.4438541458745,20.3419419161512,21.1323392658994,20.470351250188,19.8834974450495,20.7227479162911,20.1530356457725,19.9277484097292,20.3597054893386,20.1434803250064,20.1048449435876,20.7466039855843,20.3585740395157,19.8954568756188,20.210115380017,20.2824504974107,20.0087649763182,18.913182880733,19.0125622780143,19.2279144925577,19.6656878610503,19.470732483728,19.9614997579982,19.109716240797,19.0413631111394,18.6163362963904,19.1831728497356,20.1417096922205,19.3392250908651,19.6273430413269,19.247507614244,19.2171745757395,19.496947920567,18.8551846535565,18.993584134792,19.4932379176707,19.2902238007644,18.5845439588047,19.0026431154425,18.9564856546453,19.5133913230028,18.5095824176267,19.7301900546113,19.109821881586,19.005559390989,19.3991427903718
"Acot13",19.2885078248961,18.0655167637635,17.6247534021811,17.4568364729757,18.0105540247674,18.0544444837363,18.1534373703918,18.6222340106815,17.7802582214365,17.3653117264051,18.6238805929815,18.0367986516693,18.4026071801751,18.6108276196304,17.9427118595496,18.7819543964956,18.2926118946698,17.4889589196641,17.2233953119357,17.5885035324526,17.1469813686342,17.3821910575883,17.7436891149272,17.8413753791809,18.2621811413262,17.3320631941053,17.774448026204,14.1273934595148,15.0282093220263,15.686518694236,15.0390177359563,16.3094038369771,15.5085213294659,15.9042478894202,15.7593345979708,15.3763252113701,16.0121824319061,15.4429634780723,15.5758572898017,15.5253351932645,16.0604691124724,16.4261709818912,16.4341966507799,15.618091045723,16.2863660447903,15.5361193911428,15.975354950743,15.84017880383,16.3939544171925,14.6906926159368,15.5722651877301,15.6178894749809,16.3073673694848,15.0566364665849,15.6678266846381,16.5902551560971
"Acot7",17.3416899167625,17.6489216127163,17.4074664239024,16.7324762782323,17.0858186515111,17.7284437035076,17.0078588883044,17.518601652729,17.2703864142817,16.8637872031093,17.205323667954,16.7384932054285,17.321216014993,16.6833233442069,17.9816502703102,17.2325111536807,17.5402425017339,17.4910604461656,17.8059544502778,15.8924909314615,17.178453929953,16.958873091965,17.2156623272844,16.7634094527248,17.2429933131204,16.8472276976159,17.1044126628557,17.9600766409622,16.793925340935,17.2916387789103,15.9646420026412,15.9585619584877,17.6313775149694,17.7206910555894,18.2630555778595,17.4543193479137,16.7362755368179,18.73282203201,16.5577838632751,18.2365399719368,17.4773630584203,18.0069576736367,17.5427655481833,17.3362409923428,18.2163269253378,17.9065888137049,17.3969548975706,16.2676569464843,17.2490874674539,16.558381555568,17.2635929312177,16.6941513984947,17.5996626245697,15.9853382340463,16.7414169021869,18.7558188398808
"Acp1",18.4958103264625,18.1795841534815,18.0868851797114,18.4187975066294,17.8099905969133,18.5159889050557,17.6257274549001,17.6202484803564,18.1333644532287,18.2399563194473,18.6133668887674,17.9446989824418,18.2239873968653,18.6011302191066,18.3898650994302,18.2164289196393,18.2652324773344,17.3877119179976,18.2796305992946,18.0988331251347,18.3702715672543,18.4328114995674,18.600889602856,18.3941842605644,18.305599492308,18.3745750943143,18.1716909608054,17.5498796586503,17.5688139258741,17.6081386982895,16.9625901702053,17.2032155963502,17.4701668741616,18.067021871164,17.5988561716894,17.4184715662859,17.4822946349915,17.7671036509808,17.6784721587854,17.5353165109155,17.0279919047175,17.0704129942172,17.4320900567054,17.4765723007647,18.2073521441644,17.7975423050314,17.4059295465827,17.3473186269386,17.5808727777414,16.9225969495933,17.442515111741,17.3579371168572,17.4364634057761,17.4939518872994,17.5063107176424,17.2155574256291
"Actb",26.914632881442,27.0262417832978,26.8040141992162,26.9881404376991,26.3579192740453,26.5526453921131,26.1455872916745,26.8050622012918,26.7070785672582,26.7494335706383,27.0629189903101,26.8643299732491,26.7723188004848,26.3666455538243,26.8565984518049,27.1219586835209,27.2256810578446,26.7568371502613,27.1566599971224,26.4441522797942,26.6550702986771,27.324752098052,26.6666751457216,26.8732267197202,26.9118666247796,26.6903830574743,27.0369019328269,25.2240905446793,25.2959065706713,25.4468396111398,25.7501110788103,25.4859561295011,24.809930598155,25.6040408366001,24.5220285356858,25.0867592133841,25.1893915481621,25.2201191973975,25.2395688594611,24.6490956104896,25.2950735385134,25.0369708581922,24.9212436894963,25.0014030718621,25.0030120767053,24.9216571487012,24.6655453331523,25.4931835813572,24.9554879273739,25.5611369836611,25.41783577152,24.9162011185251,25.0567986888716,25.0215748846728,24.6742087094159,24.6778179583151
"Actc1",20.3629732666227,21.9434852786683,21.7678303120754,22.692900006118,20.3009411353065,18.7364276948216,19.0598998396975,21.0156460052194,21.312746587229,22.2579708895057,21.3836615632233,21.9514321920598,20.8168313055308,22.8819771238197,22.0281593728701,22.41436348163,21.9976630922922,20.5156131498148,22.1781629045437,18.5158404050828,21.849621380116,23.7624961610387,21.5214761047308,22.6124901278617,23.0748244424537,21.5164240834183,22.3683932952093,19.7586960367372,15.1951632034,16.9428127376589,18.5117359246508,16.4061874637264,16.8649826667859,14.7915510670833,16.8081952097331,20.4630035595502,15.9901071857465,17.0005916863187,16.4230146307522,17.9253899235355,19.0282149420491,20.9779154469279,16.253704146112,18.5779208504318,20.1210558169624,16.9204020358338,18.6206080439581,16.4739053379015,20.5027944819703,17.061990831528,19.0533867463146,16.217274508583,19.4881852623964,17.0752044259292,16.666211840675,15.8325033882044
"Actl6a",16.4149490392298,17.1581086797802,17.6317852955422,18.0080165811611,18.1263726322102,16.8826367877295,18.0334000570316,16.9453597911013,17.5515542311052,17.2040565558245,17.3718740060984,17.2784503455925,17.1655237445053,17.1960844433972,17.2306374785534,16.3041022920957,16.8860181900007,17.8227080069685,18.007588593787,17.2941777459194,17.5905910292771,16.9203304226882,18.2487362655868,17.7252484261817,17.9897451029935,17.5042405652044,17.4378079458613,16.3083517853793,16.4143409658831,15.6201264903245,15.6704059873548,15.511219038273,17.4855911276847,15.4880053630685,15.2980820870271,16.1522830034212,15.6550663959949,17.7188298433723,16.1906865011218,17.1343208768827,17.1094891319854,16.8593363840212,16.1064352800167,17.284561783225,17.6576651240158,17.2466869843789,16.7473739773395,15.5432625106824,15.2550518882398,15.9572601653608,16.2264951308688,16.5624895203402,16.5634097588908,16.5214977650937,16.1207433414717,16.1284654085931
"Actn1",20.801661075471,21.335783730652,20.7672385824988,21.6634727145833,20.0120691461173,20.9763629756015,20.3759039483183,20.8400805291531,21.2391677432478,21.4969705243997,21.5118894600271,21.0032805063258,21.0020512487319,21.2145397906936,21.7192161358483,21.4831681415272,21.7561664784936,20.3879237502435,21.627958811304,20.1139540801509,20.8463657421469,21.546756202129,21.020539468667,21.0077731620954,21.7157956257685,21.6881697667609,21.9870691901509,18.1626059141596,18.3339263483048,18.5027976737824,18.3520450051246,18.145837654535,17.5959706242173,18.9964191604498,17.7603435517481,18.5325597227321,18.2223558231649,18.6435119315093,18.0388481189155,18.3446223053431,18.2318975842586,17.7375050054868,18.3758717994277,17.4167636055596,18.3256288112371,17.86470301931,18.0700537424711,18.5816875788714,18.3001159122055,18.6310978320607,18.2341040637306,17.6685978895528,18.5104918520171,17.5277886423948,18.0941624122579,18.006608436478
"Actn4",22.5121794940298,22.1798135061609,22.3529464589557,22.5511593640961,21.9334018644025,22.4743639874486,21.5014140116943,22.1109335310385,22.1502875884579,22.4368078000316,22.594136309167,22.4254014805803,22.2773567562671,22.2484616483556,22.864443835049,22.6795475826633,22.5083965823132,21.6762450234872,22.4339544993386,21.0899077201536,22.328772223155,22.5070943984671,22.4777428945516,21.83330323373,22.5909564694048,22.6476460155289,22.8432460634214,18.8735733476526,18.4507662109327,18.644596715768,19.4837599445496,18.2939275271764,17.5915590609925,17.8866068330375,18.1081556817806,17.9112326214785,18.1749565030484,19.0393321341814,18.5408314335321,17.7320867854618,18.3431441237719,17.5735357624477,18.334623328321,17.2978761516625,17.8250833081784,18.0610597436815,17.9079976073486,18.4246006351211,18.169961644542,18.5146360026855,18.4428775984966,18.3380229720795,18.568530291323,18.0434902495727,17.6682504556341,17.6683872818087
"Actr1a",20.5733698182195,19.7493864964369,19.8266629894426,19.8247389986307,19.3917297093315,20.0664909853469,19.9437690187562,20.128210173069,19.8969671144721,20.0767908424257,19.9532772616456,19.657353440407,20.2501664219283,19.9817167155752,20.4817850565451,19.7479181884497,20.0279204986727,19.7834517186752,20.3369996018901,19.7090289104001,20.0586556749991,20.1065314845314,20.3759256968635,20.1230664902408,20.1530679132543,20.03008754863,19.9357684149577,18.297421271287,18.6484495904944,18.4884694600696,18.3685919705617,18.3796584223772,18.8534198613495,17.7096031745058,18.6332634361969,18.8568151348024,17.9743405368227,18.8921122841398,18.2348892687617,18.4056005837888,18.7321254060382,18.406327743047,18.3865222598542,18.7906042572841,17.2526542712935,17.2918835660474,17.855411385115,18.2743213380256,18.1223334680095,18.179459699808,17.0016230740327,18.613669857713,18.3122151796586,17.9741301100956,18.5593056207062,18.6100675599661
"Actr1b",20.4927251041082,20.2462075346356,19.9570788030232,20.4069380526033,20.4341263115966,20.4575856459942,20.1056759436654,19.8772647994012,20.5113177449976,20.2138776009631,19.9660778309176,20.1883129889476,20.2654985049986,20.2596936886484,19.2195720633188,19.9709031835379,20.019764797274,20.7572298274331,20.1757728146297,21.1655770946192,20.4210340905639,20.4595091162195,20.4948432768088,20.8949039448232,20.2999547949238,20.2815470256622,20.166750320658,20.8119260852029,21.4177668057904,20.6247930309802,21.1993860430885,21.758353870821,20.70465007074,21.95846300845,21.4041505574349,21.5463384539935,17.1747457485588,20.6153674997201,21.1374346809008,21.5778736058122,20.8471577004377,21.5386854568003,21.5813945228749,21.8995716684107,21.8682229128741,22.093314207076,21.2882114147668,21.4483453356484,21.1682185234555,20.8273322586812,22.1928548834762,21.5178283176041,21.1007496192262,21.8854778064058,21.6077338300402,21.6986276411451
"Actr2",19.9037463656002,19.2861742923551,19.6141936189255,19.3997478414171,19.2699475131825,18.912399137507,19.7746352334775,20.0533290893166,19.629836810215,19.2303714522466,20.1746457238351,19.9984861848405,20.3315213234951,19.8219720785992,19.3514374295989,20.3976488719326,20.2189811001924,19.0746225002606,19.4925953091369,19.3400668643956,19.4205153999528,19.789818067006,18.9273312267635,20.2711508457277,19.9227463507697,20.07908346403,19.7365494375047,17.8450007280416,18.1420300308122,17.8516761033937,17.34363532921,17.3989340775307,16.8635768165476,15.7336815222171,17.6847664106909,18.5822288297203,15.8342739662576,17.7718607075558,17.7922671357688,18.3177006444273,18.1964435481425,17.6985303222625,16.988688850023,18.0198061854304,18.2215411140049,16.9903218776001,18.366694931275,18.6115586670225,18.0417721997543,18.4640024664681,16.5044613683679,17.651713967927,17.6483214927642,17.3101834444995,17.3090497670008,17.8972047506704
"Actr3",20.2914184881834,21.2115987859307,20.3465204272071,20.8123784824056,19.6858497574531,19.7036530722633,20.5620168731954,20.8358838299139,20.817313485049,20.9000716153567,21.1347742649954,21.0230437092424,20.4853141004473,20.0171483575574,20.7497378587641,21.2265287502386,20.8077382143172,20.6487223717549,20.9726429185399,19.5674231209001,20.2354454985096,20.7468099263467,20.1540221533794,21.1886944176036,20.720368666684,20.1972501139283,21.331564529921,17.8103107553329,19.4704573043045,17.7486654133508,17.609110083911,17.3291106698777,17.7572175689633,18.7326130898148,17.7156454105023,18.0974666799673,17.3955391538089,18.068795983442,18.9406673629606,19.0488875696087,18.0676050966251,18.1025452137167,17.9643241715359,18.2914531264119,18.7455669663981,17.0399698802831,17.8721963461026,17.9919499688136,19.1569160779116,19.1076762029243,17.8534790930577,18.2567932856556,17.5553419117219,17.8550191536091,18.803239287072,17.2377441977721
"Add3",17.5517222137124,17.8993104773278,17.096437132624,16.3908153746649,17.9948696178365,18.3939614828493,16.837211075785,18.5400790087544,17.9537886413185,18.1631813433061,18.1529604627239,17.445054012368,17.717231971951,16.2840800549395,18.2734290242354,17.0047758627985,17.9466810170041,18.1647572476496,18.2160721716053,17.3512839543495,17.2665816998927,16.8323096259337,17.1607723624427,16.6676030705526,18.5484174977869,18.0357613369996,18.284810586479,16.0254404760037,16.572482658094,15.1510033614295,15.9371631256813,14.6034396518144,15.9782735008441,15.9380790804233,14.8264491447565,15.407188169042,16.3301597730227,15.96147951608,16.0437099019794,16.1397191722416,16.1049796914965,16.4992296009169,15.9189229422237,17.0156705693246,15.9128648232271,16.1286649228756,16.7327847998877,17.1242551595936,14.1322463841185,14.0672846481257,15.7309185229706,15.6760611859158,16.4324714877104,16.7224795027604,15.326425120719,15.938569276418
"Adh5",19.5365027055366,19.661633191721,19.661151016566,19.5515014400474,19.5186139452357,19.0892751836138,19.3502577838533,19.9577878979868,19.8152535545977,19.5083583971922,19.787753959805,19.6312462829056,19.7643580919504,19.3209012088347,19.1214417622956,19.7280385884853,19.4788544460234,19.5198311783226,19.4521940353785,19.0258907487613,19.5919617104628,19.7430000202619,19.4940737979762,19.2858184911262,20.0526599798953,19.4118560990931,19.339177516096,17.5064433579833,17.3944927443667,18.1558407509839,16.9734252860276,15.8058530721018,16.6436131042493,17.5568030135475,16.5582405135468,16.3596497482133,18.2213672633117,16.4750351101422,17.6358299283976,17.625550293105,17.0748815818558,16.44561215091,17.2816195319586,16.5747607189607,16.8069485254507,16.7141431764285,17.4127222075802,17.3742393505882,16.8058423586134,17.0481563611408,17.1650444447111,17.6381542915035,16.7937315703776,16.8725620269344,17.354303518858,16.092318156347
"Adk",18.1359625146747,18.6067855394194,18.7372214593707,18.9867474488228,18.9576133382647,18.4046394441698,18.6675471934001,19.0487044741828,18.7098584547003,18.5489472336711,18.5130998995694,18.6452471783291,17.7783691158106,18.8733013936607,18.9616016736018,18.7864082499488,18.5897440533105,19.3052806573412,18.8712642493605,19.0651680828051,18.6734217900064,18.0125529745091,18.3676604551108,19.0005608606966,18.7255225504975,18.7280978979831,18.8856753824528,15.0274053642521,16.8663699348434,17.0056093197155,17.0479380886914,16.1857615876169,16.6504642568386,17.6055781627919,17.5423279589307,17.3483576816907,17.3771438617092,17.4376780700326,17.6762138906799,16.7910251290496,17.6407936778464,16.893199579664,18.1392428750341,17.7576276709374,17.6138124671909,15.1889646841889,17.1119531349703,18.3320380237844,16.0479902885751,16.0523580915558,17.5417795488754,16.2067925893253,16.3165366717959,17.5255816887167,17.4464215319667,17.755219332846
"Adpgk",17.2177779310855,17.6021372522032,17.6714419254858,17.5264271842131,16.9513726801821,17.351769724932,18.0888405479377,16.5309388616131,18.2887032994037,18.1842867708484,16.6083066584172,18.644023873283,18.4579775514697,19.1320526406827,16.2011133941153,17.6627997098314,18.3279387613457,17.6086976782759,18.4181037380259,15.7972001837624,17.6613672212576,17.9223677761392,17.2221805849268,16.0750951039136,17.4110031204044,17.9052209528714,17.556730492088,14.1699271251571,15.7221752690216,16.028393301658,16.3109154984636,15.75821771281,15.3587681496831,15.7254210269671,15.8307357596479,15.6822287483063,15.9272023149045,15.7185299100634,15.7270320105175,14.2835759813692,16.1189500154057,16.0643880675293,15.699810755925,15.6095115864786,15.6656006790908,15.441865534796,15.8076941263368,15.768958429142,16.264491297977,15.7012225164664,15.6753551467325,16.2050947943948,15.6724940270361,15.7466449364219,16.2246483858029,16.319719534183
"Adprh",15.9348900829376,15.960607113339,15.7759032020165,15.940617423561,15.7480803197703,15.9850064809216,16.4445752204679,16.1206399104663,16.1231559720383,15.9030803660955,16.0928944116233,15.416478005582,16.2226450200043,15.9080656211308,15.0501382646761,16.3525986958808,16.1277922661258,16.785964787531,15.9239419622553,15.9265119095915,16.215183282255,16.792668999484,16.0718896136223,16.4689098894762,16.2890975567601,16.0336230242683,15.7885464614127,17.5730747437635,17.1912372359648,16.390333868661,16.5559775291585,16.2857348836049,16.9930122181092,16.8457301727472,16.5932804619336,17.1741094980751,16.1615976270872,17.4548979837138,15.7073224732302,16.8902549938864,16.3993886952507,17.1588740974797,16.6829498608297,16.1589568105732,16.3734309565528,17.1843596544901,17.3638765225699,16.3021210244883,16.2569874236758,16.4927107778806,16.6569743131466,16.6923583683833,16.6341008677579,16.67260587377,16.5614977359992,16.8384971690006
"Adsl",19.3450499878698,19.5888795551476,19.3784452860408,19.9559540934599,19.6109815799371,19.5965580448688,19.4340584807128,19.6631666764247,19.7925842293308,19.6894878386231,19.2963090503885,19.4733744761259,19.3403885305476,19.4035896551527,19.8233264093114,19.2466843719745,19.0745768557557,19.7059450270981,19.5527333853199,19.3932594036343,19.7316055841196,19.8102304938977,19.8748793417383,19.2973788295669,19.1847956538612,19.7262671514499,19.0698000698453,16.9839699960596,16.8116101206151,17.3373184269759,16.7071924170454,14.4605229215879,17.8471362922385,16.0473222191888,16.7681753190147,16.4045627001564,16.2887806696015,17.2268336987717,15.5589536762447,17.0467523472568,17.3830197726275,16.889430534335,17.2612331768227,16.0455840105482,16.2024501527172,16.8245483221705,16.5962420585477,15.1607633984022,15.1497477372083,16.9861672377431,15.0581552059733,15.5108676693246,16.5703488046003,16.807687106151,16.3176125090092,16.01173812183
"Ahsa1",19.4429484734488,18.4298017166484,18.7488259382857,18.8678102260773,18.5861437181413,19.319803085648,18.1808292559384,18.4203829934311,19.1254289759859,18.7476098555789,18.3950471486361,18.4404229280265,18.4265222484262,18.6478235498661,19.1152062475436,18.0865020407904,18.5727288378953,18.321534905782,18.4672860953095,18.7365627824609,18.9761871309988,18.5837778688166,18.552906939542,18.5816662201619,18.8085305347283,18.6426399712102,18.5900308666579,15.7936746877271,15.9231607663413,15.8522742142566,16.7816367646058,14.3610786022972,14.9438518274199,16.8141867203444,16.0305631085119,16.6521602992879,15.9475723384342,14.7113320810478,15.990695699453,16.2249839843996,15.8709345858415,16.3278619383875,15.8735909220045,15.79104460727,15.0601690886684,14.3648591775372,15.8701446652681,16.5423423513411,15.6393152362387,16.8339525121373,15.993100390605,15.291997890744,13.9842675789264,15.9254702379585,15.9493148609449,14.4498010295884
"Ahsg",16.9965555951367,16.7115760727666,18.1124162662768,17.3756868943269,17.5348192179506,17.2726080121111,17.4813384990853,16.874215452115,16.9660364247751,17.4265410474866,16.5914676369723,17.4270399479099,18.0477751841286,16.204457309866,17.8137194859416,16.1306693722284,17.0891969457383,17.3966145233947,17.1064373952672,17.6596549071253,16.7249482875215,16.1071467126722,17.6311190460715,16.85701037317,15.9957721327543,16.6851982023613,17.1436277375231,13.6635922165943,14.337389871805,15.7012610727995,14.6314128309431,16.4222675003694,14.3019770762551,15.0630882393616,14.9821727851219,14.1054992066117,15.9971242843061,14.32128009964,14.4490942411858,14.181712223651,14.9878509616967,14.6981400870409,14.0244611326808,14.7548062589461,14.9001222910998,15.7730874450624,14.9215643868414,14.4874858009212,16.2031891421413,16.2220832139677,14.9521475008266,13.3803327528298,15.689473940716,14.0050105432661,14.5982822754806,16.6241481930478
"AI837181",17.0598554634558,16.8148647194871,16.8906490336343,17.0514516916388,17.1831767610824,16.9650004030272,16.5682773188148,16.9895112932965,17.0441811706493,16.797729547126,17.1493733948725,16.9546630318514,16.8210823773219,16.4122881823466,16.9071431895004,16.8219265245583,16.8040738451668,16.7398198315295,16.6959932984833,16.5084722606537,16.9490921742847,17.0037159017131,17.2048649965285,17.3903622032876,16.5502620746527,16.8312386821987,17.0335484258072,14.1153475736772,14.3792813201448,13.5949444553667,14.6005904849072,14.2508646203612,14.6815318601634,14.4129720895502,14.47833596785,14.4616050526348,14.9201116005605,14.4760948518181,13.8343880090386,14.9158891050437,14.6839641183409,14.6839162093126,14.536180280213,14.4386887132497,14.3209343624449,14.2838688008723,14.157782805821,14.4046639289385,14.2154814273836,14.0030066023436,14.8636645276661,14.6670060300544,14.0737541931199,14.3770160751205,14.3936364966213,14.2917004645682
"Aifm1",19.6934711891966,19.9403332090487,19.9961961456764,19.928768307854,19.6590187325832,19.9177187165896,19.7523855209509,20.2435708203928,19.4832238469378,19.905508899898,19.6459141736839,18.7071797791467,20.0200720139614,19.663844862287,18.950903537407,19.7866992290073,19.6355910403088,19.8588738097269,19.7184195694893,19.8319793906984,19.5646299809383,19.8546784878632,19.6991415606246,19.5515840789254,18.3468454484401,19.5737776667953,19.3492967249197,17.9798686362747,19.4837015730877,16.4591614335258,17.4307175280256,17.8919114632853,16.5164848094825,16.9424120568303,16.7583961242567,18.2443198990417,16.7587406959527,17.0523133804467,18.0468995923156,17.2281322069457,16.9711383964689,16.1827461797149,17.6609656854934,17.3440660683916,16.3166119110091,15.6195730950869,17.5817124019472,17.7237086295798,16.8318998988784,17.3900156349647,17.4450297059696,16.0351758973177,16.3398838357089,18.200838825121,17.9612812082959,19.4194700344974
"Aimp1",19.4433389467604,19.6069581812761,19.9265879864832,20.1025780552856,19.9092786745812,19.8207010375163,19.8335568317511,19.8439085397303,19.747145597232,19.817060108574,19.635838297199,19.6382848479554,19.5250459601145,19.273859047401,19.6781828252236,19.5503677818373,19.6504458491216,19.7577725650643,19.4477120383094,19.7934544905582,19.6897550155706,19.7608816307814,19.7854310421415,19.5938864819516,20.0258876205137,19.7418089158334,19.6571893344185,17.2056842394708,17.4725123751493,17.886696954129,17.3715426929713,17.1325435007776,17.384237258516,17.545866692376,17.0443947165486,17.5373276633285,17.1746126156073,16.5823311253709,17.2615146006957,17.639182240732,17.5433818788767,16.5764018898609,17.5608079498561,17.6918135725945,17.6592566889758,17.1821082429876,17.6200300079397,17.6365212823232,17.2825669918927,16.9649657283837,16.1640448735702,17.6689061157811,17.289350347222,16.5991320489922,17.6367181528796,17.1964688653814
"Aimp2",18.1953223547444,18.5747921724812,18.7258148864442,18.7373074056774,18.7655080181779,19.0504978720523,19.089209765764,19.2089920186618,18.9113987781639,18.7370895830135,18.7383599998116,18.7389526190102,18.7224930272764,18.5299634475172,19.4155606941322,18.6795492856592,19.2206101369105,18.1918259010226,18.7689810037484,18.6220929012895,19.0596498415861,18.4445309573376,18.4488983009557,18.2733973175807,19.132491153295,19.0120282741216,18.6517954076477,20.420173859841,19.3398242310766,15.1410873024076,20.5690351292505,20.8337354452084,20.8286136851149,15.9099593467925,20.660338514134,19.9665205833471,21.1227913819325,20.0746673145987,19.8562288293513,20.3899479722146,19.9135367867786,20.234520017705,20.6547038796118,20.5683474969535,20.5543420231683,20.6144685835171,19.7419093256907,20.7251953757054,20.1085787782719,19.6674090920611,20.8684188150036,20.3684367019577,19.8165949152594,20.2382951629772,20.7527485439706,21.0616691696194
