"","05J_C10_A10","05J_C10_A11","05J_C10_A2","05J_C10_A4","05J_C10_A5","05J_C10_A6","05J_C10_A7","05J_C10_A9","05J_C10_B1","05J_C10_B10","05J_C10_B11","05J_C10_B2","05J_C10_B3","05J_C10_B4","05J_C10_B5","05J_C10_B6","05J_C10_B9","05J_C10_C1","05J_C10_C11","05J_C10_C2","05J_C10_C8","05J_C10_D1","05J_C10_D11","05J_C10_D2","05J_C10_D3","05J_C10_D7","05J_C10_D8"
"Dync1li1",17.8247011337854,17.564260642577,17.8235128579004,17.6587310231394,18.1358688326245,18.5276023064327,18.2433514358402,17.8349945729555,17.9351570735355,17.7039284312975,17.606448003432,17.7876006299918,16.7915405788453,18.3345680971652,17.9058455575035,18.0341593367291,18.2488855706786,16.9766038938497,17.9875022805079,18.3045639544842,17.6565240835092,17.1465085346784,17.8737826732812,17.1419075154027,18.0240783524597,17.7123467024836,18.3521698765213
"Dync1li2",18.6463245741138,18.3676813759312,18.2307117078923,18.2686439963312,17.7911367110031,17.9444529990917,18.2507218207153,16.3661332817692,17.6095372042226,18.1717847961133,18.5446790315157,18.0177598402963,18.3223549120141,16.6435933644882,17.8280614522327,18.6066504694539,18.7029361198345,18.028270840509,18.6428350853939,17.1590336812986,17.6994922919893,17.9297604218895,18.3915049728889,17.541569786301,18.6286134925077,15.8236806420698,18.2970273191675
"Dynll2",16.364334063074,17.2482848486685,16.9901302496872,16.86021886998,16.9454991144395,16.5147928470999,16.6245273281687,17.0823934670844,16.5754764537,16.9777082007721,16.7259759226018,16.7373749660992,17.5190655149828,17.065037772872,16.8987474397862,17.1904801379057,16.8700659124717,16.4938860464297,16.7940282341492,16.8754117369353,16.9455445977963,17.0818026383214,17.0332892706584,16.3800675208698,16.9873229587505,16.7825334779827,16.5102711787481
"Dynlrb1",18.7268487441618,18.5600028469275,18.7305918088542,18.4844547411871,18.6654025639131,18.8733315823836,18.437739440236,18.6160759631002,18.2601713551062,18.4783444969498,18.7556391526477,18.5193640683333,18.5677720204354,18.6065621795992,18.8119567701222,18.4245371328068,18.5546357412569,18.4059836962476,18.6013681358329,18.6815803126234,18.369095494221,18.6938538958644,18.6434501737737,18.1318669237783,18.9741788732073,18.7018739341673,18.4167597023353
"Ebna1bp2",18.4150443756841,18.1995157092519,18.8431812706476,18.6705450477265,19.0280741350501,18.3848694761815,18.6297963654559,17.8398486963079,18.6381018001663,18.1399696674648,18.2247914103391,19.4440645653315,17.385738591539,18.6467882387619,18.5591774781911,17.9061977239482,17.5933998076432,19.5618588656656,17.245784451032,18.8211313769041,19.1822467005865,17.0949049786928,18.7263087176056,19.0585174284867,18.5154133939966,18.2471614952641,19.0802776550665
"Ebp",16.429200293743,16.3550537221786,16.2558473811604,15.8552455178194,16.5292393043828,16.5478598603336,16.2168213048627,16.7255574618038,17.6232323119474,15.9599594472218,16.9815246188571,16.0862754694466,17.1219955137914,17.2900858840564,15.7357667660648,16.9890621144179,16.0886250453508,16.8900222913027,16.1301747580373,16.4189125413552,16.2782131194572,17.0187139889927,16.031075524745,16.6439724805835,15.6554821702685,16.8558941183742,17.0435629642515
"Ece1",17.8139668239177,15.9165760381283,17.8187423389304,17.6920425920071,16.8336400546476,17.5977702979783,15.3908965793437,15.5415982367894,17.1270566103238,15.500100189413,17.2531936817492,17.604003005718,18.418821551993,17.0167594018002,17.6659055054318,17.0322844821856,17.2784276069392,18.5861148952384,16.0972577855965,17.0397655363872,15.6712750978005,17.483668924965,17.4299862480775,15.0930280551762,16.5918446350776,17.5874212420375,16.7755671592131
"Ech1",17.5558760469226,16.018902776065,16.9044958811896,15.7700920530941,15.7627359686238,17.7106431910787,17.14035476556,17.224139483106,16.4980092505559,16.9654909776908,16.8453561186332,16.6494201443471,18.3135981578088,17.1389424964896,17.2684020217553,17.2667479075553,17.1902655922085,16.1021414486014,16.108491462228,17.7018780326913,16.2149832162725,16.4824544988567,16.6120194866054,17.7322375543415,16.7806096444816,17.3703533658966,16.707387438119
"Echs1",20.2441616923554,20.4242365889885,19.5455132258854,19.407786559045,19.4055408931594,20.0816223048492,20.3056938578266,19.5782288522551,19.6066394760887,19.7932626875195,19.513886888084,19.8750132967984,20.6278167058731,20.0114939287224,20.0146946990712,20.9050235263593,20.1865701271921,19.5922677356451,20.2593904726834,20.3410489723403,20.0385771813854,20.1917633758455,20.0246655626849,19.7376853678599,20.0616804548273,20.0517110296145,19.8620011362008
"Eci1",18.8223953328714,18.4943969252228,18.0784552403563,17.7539913259462,18.3403527108552,18.86150931257,18.6941054606578,18.2008411892378,18.2915391056474,18.0558815023198,17.3038402025194,18.6200789437213,19.6693581423599,18.5941277812353,18.9896770899611,18.9881268272574,18.6930383869563,17.1858152227246,17.2020146220532,18.6176771418801,18.2540149492949,18.7248214674812,18.8080729080174,17.5556369193563,18.7202856551536,18.6145614192879,17.455480837416
"Eci2",16.5000605521226,15.5605224829684,16.5950858898384,15.698042150998,16.1361887417239,16.3115829184145,15.9705772476522,16.4417567421238,15.8775578673002,15.6972465710973,16.9939116736575,16.1837507980692,16.2503555039308,16.0434582061908,16.2886331955506,16.2980202384651,15.7217377357738,15.9783825151808,15.5421934139226,16.0465881201623,15.9121029512359,16.3727916789686,16.2659530040305,16.1006811395236,15.9458328783892,16.0486297945134,16.4257737556365
"Ecpas",14.8633643560165,16.8004485475424,16.9272456800461,17.3507014154333,17.479225832327,17.569945472886,17.2790780526916,17.3708953755127,16.7694641761252,16.5202878014383,16.2085440566363,16.8630619961983,16.3857191330722,15.2464238538242,14.8210426616429,17.0091885043829,17.4259930103602,16.7887106580374,16.7001655959262,16.859994298473,16.1991261635041,16.3437556487717,16.9791384381857,16.6779172472477,16.3965768727978,17.0991159736779,15.078202459529
"Edc4",16.4564289131507,17.0835229430086,16.3574713908455,14.8315810945796,16.4218041919879,15.7606763611445,17.5452858358084,17.2948081134121,16.9986260782436,16.8109072834094,16.5341482862536,16.5739261869422,16.1156044317822,16.7586512138558,17.0784810788855,16.6885043759878,16.9127376020345,16.3955321792524,16.9120378227044,17.0740418198089,16.8077903810931,16.5143334631295,16.7681137224148,15.365781864574,17.2967651232844,17.29597445554,17.2091157782872
"Edf1",17.848214502088,18.258371156269,17.9649061236692,18.7992763342277,18.84611995059,18.5077797080221,18.8631232874241,19.4816065708058,18.438938035903,18.6571375700619,18.0090913724056,17.9681585076105,18.0585427550248,18.590398453963,18.392587871774,18.2269353443951,18.5867191605445,19.1041703616211,18.6146060172813,18.8921170105512,18.809206268997,18.072604125282,18.3902649429292,18.6522363480053,17.9739412087461,18.1432310490709,17.960410747003
"Eea1",19.5741444895862,19.027283995585,19.0803378344538,18.7022868770102,19.0014183302561,19.9073155248645,18.6815143287586,18.7158988996622,18.9802276571048,18.957445838103,19.1524662956432,18.9645642361541,18.4547887587266,18.5761792961832,19.4233390794279,18.9081355537627,19.1249280325393,19.1541868894673,19.2238389869029,18.6199715750711,19.6023502983298,19.4121046537246,19.4194733925781,19.3110269931046,19.4142720721395,19.1378621137677,19.3804042703423
"Eef1a1",25.7020870603736,25.6295403492606,25.9333760734731,25.7429701780988,26.0102526112216,25.854311205949,25.9437758120626,25.456955225106,26.0239128776514,25.6679789847769,25.9488055668469,25.7777042977939,25.4348116953395,25.8372131952601,25.7294163848117,25.6405658576154,25.8712722883828,26.0975033325617,25.7511137864086,26.0073851420421,25.5487606192729,26.1232791817058,25.461041152166,25.7948620554118,25.9960129454365,25.986312234252,25.9343968720462
"Eef1aknmt",15.7084378917349,15.718336318843,16.3916378748254,15.5333277821365,15.4951326954464,15.5616651721975,15.9166173036908,16.1705088306316,16.6573420293791,15.5208636313693,16.4681179920309,16.7817789442364,16.4346601529823,16.7639192718835,15.8837806228016,15.2542343405565,16.5236632779578,15.1575751286915,14.9884650110712,15.7081622928425,15.7506337683409,16.3107779063533,15.6525159210582,16.3769898889799,16.4059468539358,16.1583466620489,15.4081487990755
"Eef1b2",23.5024048196958,23.4718659429581,23.6516914512151,23.4887690870306,23.3361715090493,23.1778515924233,23.5260247074202,23.113004942605,23.675489013388,23.5340952282866,23.4664969535899,23.3842174948142,22.9624179920345,22.7391262891671,23.3969792563542,22.9762016009214,23.6342040656926,23.1694165662018,23.0248735179668,23.0372337414118,23.5147779905866,23.5748451320271,23.3391600129643,23.6397236691627,23.7707671218225,23.5059605762949,23.4003884590404
"Eef1d",21.7867151823792,22.559568637333,22.1923572822189,22.5446520530096,22.3890902843695,21.810111782963,22.6875401451477,22.6282695341676,22.7930749419911,22.5788066620271,22.6025342420672,22.3599018675386,22.2619631249143,22.3239108536902,21.7198973800575,22.0413859848148,22.2323400526475,22.0542194691677,22.0496637364336,22.1240777130619,22.4108864005764,22.9799555028571,22.040923940383,22.4382940624101,22.5174706082332,22.638371891643,22.6062958136906
"Eef1e1",17.9406115087786,17.6705900259032,18.0323987771626,18.0284121582592,18.147084384045,17.8114979249456,17.8038891857591,18.129987934033,18.2415176280556,17.8381116292002,18.5024198453912,17.9241489769234,17.8296361671606,17.1608609286158,18.0214233878798,17.3574840160075,17.9278690275805,17.9885949474703,17.8387781816362,17.2899027639367,18.4925225349495,17.7108841311622,17.6810624908401,17.9904513537353,17.9484367132111,18.2665154506725,18.581442154685
"Eef1g",23.0237860008834,23.1613565890319,23.3366913804902,23.3314614828434,23.4964429368611,23.4553301452886,23.2863320684574,23.2131065987644,23.2553627338625,23.2141731223215,23.0590567714659,22.9382466098967,22.6113037678198,22.9524375609955,22.7838451312389,22.7522296139064,23.3336376987405,23.3102410980446,23.1321350404542,22.863659455291,23.4075819057172,23.2433583861422,23.3420651711032,23.1862790102362,23.2063523263517,23.4774520691215,23.4465894835687
"Eef2",23.7772096704577,23.7163221589881,23.5324159323757,23.8632129698592,23.8391713012015,23.7331443787744,23.544906076916,23.4295295672481,23.7381026896604,23.7782371481367,23.4425160000862,23.1066539185335,23.1074734013864,23.1844343128677,23.7490222189408,23.1487217672861,23.8450071452822,23.311249393056,23.749431583211,23.4910217938607,23.8218977416558,23.773375274259,23.588225365778,23.6451693931849,23.474452676186,23.8606092097898,23.6572133637957
"Eefsec",16.8089304312564,16.6335072806589,16.1087539797649,15.725988849455,16.8402314736287,16.9166160362497,16.6136665912234,16.6182895037716,17.3412132343129,16.3972950969781,15.8762059912555,13.966024775407,16.0473165252694,17.314891234529,16.8883461329636,16.0695178269946,16.9263771554739,14.5565136489708,16.1694679348021,16.4634819603053,16.5480946711581,16.3581486727567,16.6120536873357,16.0622915716374,16.7251741383438,16.7858228507528,16.3698892506266
"Efemp1",13.9806675578099,17.1200713349716,15.8336346912753,16.3932126176313,15.308083258079,15.0353005085232,16.0678592870168,16.6760227119999,16.2768904815654,17.7832247476937,17.560586345373,15.628641082501,14.8009204123717,13.4045732188494,16.2225116518429,15.7234361495909,14.5067865745197,17.6772614058891,17.5834700273728,14.7749399664691,15.503599765994,15.1417975499527,14.809803734413,14.3556653119007,16.3183306001642,16.0913149169059,16.5789500566688
"Efhd2",18.3531686153962,18.204809829614,18.2762574492299,18.3788609337215,18.8462323876791,17.2787742524997,18.6059031804318,18.6413125496347,18.1488138283505,16.9008634040621,16.6827341880634,18.3692658040477,18.6006354373117,18.3924404865054,17.0083850169071,18.1987053229116,18.524580321643,18.0382844831475,18.5010417722375,18.505212878645,18.4778770485143,18.0075027294043,17.1885023497093,18.3296254452177,17.7152662048408,18.2060780508953,18.269058915949
"Eftud2",18.7594887529823,18.8692665515416,19.3846581117568,19.4944687687986,19.4185071985876,19.5912982059761,19.1800028532829,19.1304070308634,19.2077562739459,19.0678314101472,18.8916480350108,19.4337803871803,18.8038774892471,19.1288595261719,19.4247094836474,18.809494816846,19.002918639102,19.3444939796485,19.0633270551859,19.3910861373491,19.1920959911409,18.921927456799,19.5374911063077,19.5947555322525,19.1473381582185,19.2457200355921,19.2454466936924
"Egfr",16.0420821817915,16.5326473548627,16.6223068376239,15.0607114776599,16.1412989040211,15.6651149388137,15.9510140206151,16.2541629071546,16.3583668199492,16.6020639117444,16.1388090309126,17.0100630450888,16.8723750710518,16.2974342618658,16.7067276660519,16.5261431050408,14.9632015719721,15.1868539437442,16.6812499771835,14.8616758150479,16.529596056622,16.8344790625141,15.189606572847,15.3428396175119,15.0781645327693,16.1956426592156,16.8281140266491
"Ehbp1l1",17.1155884036207,16.2361845348712,17.64241455207,17.2575537295894,17.2173947696688,17.3803460411627,16.0003102839604,16.8518801779594,17.4907346469042,17.376853553477,16.9809952209926,17.3833676466909,16.4182074051663,16.9321023743025,18.066313051045,17.047497819957,17.3223231510561,17.496853404403,17.6294118756315,16.506245459492,17.2563391980583,17.3301727277784,17.0425859294728,17.5689339708543,17.8222832472837,16.9201527592625,16.8604457524117
"Ehd1",20.2134001850841,19.8373677927611,20.1067368469146,19.6390247798066,19.960174422581,19.7556216855351,20.2540863243399,20.7288640872233,20.2761533714642,20.6865933212546,20.5039977587848,20.3239049031856,19.4620071008321,19.9174113423296,19.872251341069,19.8727553709409,20.3657257831201,20.2874685052424,19.940882938809,20.3293596082376,19.875456828471,20.0998646543966,19.7049370584026,19.5824846680404,20.6360437488369,19.389583817793,20.2871038094111
"Ehd2",18.9229260703207,18.4543058357715,17.0162075026622,17.8935819646909,17.9188242062414,17.6590542346537,17.2597337146559,18.6675163208136,18.4935016445012,18.7777636870394,18.9769778791343,18.3800555474146,16.6049002255452,18.3152504912287,18.892557664398,18.048789317973,17.85542424717,18.4120116285935,18.0813612927165,18.7165624008975,17.9250312658774,18.0799764317317,18.7476162538303,17.5319431309165,18.2589622020521,18.0063988107345,18.2931284099311
"Ehd4",18.3368633893302,17.5385058204615,18.2103189448593,18.2222485234264,18.3618527029305,18.5675895597979,17.7537045723346,18.6938601480123,17.5800025833956,18.2988343572147,16.2302905831328,18.2965836356073,17.5549676066582,18.1578480330355,18.2121748976177,18.0738244687614,18.5628974517069,18.5062058465402,18.0936761052377,18.0576627211744,17.8761185936519,17.7339436028431,17.6447446719292,18.0358650336119,18.6643416418017,17.9987191320659,18.4845272801813
"Eif1",19.7677571954334,19.5663672026928,19.8497083402618,20.1796779152451,20.2263456006163,19.8897647602152,19.2195536485757,19.5612716158478,20.011646150451,19.6438764708125,19.5049543916718,19.7736558066805,19.0724906390236,19.8952782502374,19.7431941393671,19.2532188955836,19.621595188635,19.4875207611741,19.788229415364,19.8563498480877,20.1875108451989,20.1916302579252,20.2435505344215,20.0154070005698,19.7876056820628,19.9893779011738,20.1507075402744
"Eif1ax",19.7969999670588,19.7989482368481,20.1628093338238,20.20774740721,20.3801345346418,20.668983979122,20.3773390337702,20.0534144777297,19.9737321619643,20.0109834584606,19.5766929701449,19.506975260836,19.7141641403621,20.1972021233163,20.2084166631219,19.7012888556867,19.9737395594245,20.2176945728683,19.5984911997643,20.5595734326707,20.2722465246441,19.5725980723184,20.2940002651243,19.9310292289991,19.5886152193847,20.2533955514872,20.1816428287707
"Eif2a",17.5463189287701,17.5580148683822,18.0027425157268,18.0514956521385,17.7794697895015,18.0708749427354,18.0580541356659,17.9690919360281,18.0307791182926,17.8197242052293,17.8017934963543,18.3702857950687,17.6747039370716,17.3496670500446,18.327476454488,17.417082502251,17.593405242755,17.8918984453597,17.5054322577121,18.0516601958934,17.9194083286615,17.4244971713156,18.1057223244477,17.9358947580682,18.4181023213405,17.8069399132514,18.0245419527784
"Eif2ak2",18.1857290109277,17.7925784567231,17.8973474210954,18.1126350917232,17.950077507736,17.9390424418916,17.7137095921742,17.9747573004143,16.6264456074926,17.895921092426,17.9658597620515,18.2357172948959,17.9602858596984,18.5980123174102,16.9721771025083,17.6506065453118,17.5830840602851,18.7175676332345,18.1896894343041,16.7883836213862,18.0108243186959,17.8278529912129,18.3132326327937,18.178471972662,17.9301346410299,17.7077688682697,17.9174581978697
